"key","datetime","content","img_urls__001","img_urls__002","comments__author","comments__comment","img_urls__003"
"https://www.instagram.com/p/BpBZW-ilnFu/","2018-10-17T05:04:14.000Z","📸181017 Idol Room錄影\n頭髮飄飄💓\n有秋天的感覺🍂\n©️Lunayena\n#IZONE #아이즈원#崔藝娜 #최예나#ChoiYeNa#チェイェナ","https://instagram.ftpe7-3.fna.fbcdn.net/vp/91488fbb35a5bec6ff57a9aa64f24180/5C63978D/t51.2885-15/e35/43013626_1923474101291010_1883685145710877466_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/232a3a78395040b596c8026d4014eda3/5C63A55A/t51.2885-15/e35/43687509_506387556495055_1814439328569069804_n.jpg","","",""
"https://www.instagram.com/p/BpBLkgwFnAE/","2018-10-17T03:03:45.000Z","💡181016 Twitter更新\n여러분 뭐 하고 계신가용? \n저는 지금 열심히 연습하는 중입니당!\n빨리 만나고 싶어요😭 \n조금만 기다려주세용!!\n.\n皆さん、今何してますかぁ？\n私は今一生懸命にダンスの練習をしています！\n早く会いたいです😭 \nもうちょっと待ってくださいねん！！\n.\n大家在做甚麼呢?\n我正在認真練習舞蹈呢!\n想快點見面😭\n請稍等！！！\n.\n©️official_IZONE\n#produce48 #IZONE #安宥真 #안유진","https://instagram.ftpe7-3.fna.fbcdn.net/vp/426a9100ab9d2db720e501f059473e07/5C4F3AD7/t51.2885-15/e35/43817632_2216802198562382_1969404222987346224_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/714522594b3a76bb7b64d34147ccc353/5C4D18AC/t51.2885-15/e35/43201383_1001120573406539_5006193867175739589_n.jpg","","","https://instagram.ftpe7-3.fna.fbcdn.net/vp/accdc0db772e8db3cfac1f9fc1d9ab7a/5C5F4472/t51.2885-15/e35/43201389_279146159375879_8899904847111158550_n.jpg"
"https://www.instagram.com/p/BpBCVpmFIv1/","2018-10-17T01:43:05.000Z","📸181006 LG twins主場比賽Nekkoya舞台\n早上來自拍🤳💓\n©️nine_moment\n#IZONE #아이즈원#崔藝娜 #최예나#ChoiYeNa#チェイェナ","https://instagram.ftpe7-3.fna.fbcdn.net/vp/5551b4ebbbb7eec0c7597542cb72376c/5C8915E5/t51.2885-15/e35/43915022_1485546801548806_5312762251792362368_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/cf528ee3df730a2c2e7ab7d7e8bf1151/5C568826/t51.2885-15/e35/42703871_159843541630162_3202570333955298926_n.jpg","","","https://instagram.ftpe7-3.fna.fbcdn.net/vp/318cf8b657f2420eb1800f2cd0f33e59/5C550161/t51.2885-15/e35/43816379_306048329988135_970708177311335784_n.jpg"
"https://www.instagram.com/p/BpA-ByilNP-/","2018-10-17T01:05:25.000Z","📸181006 LG twins主場比賽Nekkoya舞台\n早安☀️\n©️vita_cuv\n#IZONE #아이즈원","https://instagram.ftpe7-3.fna.fbcdn.net/vp/391527350744b0126a7be968234a34e5/5C5620D7/t51.2885-15/e35/42702570_481957678968819_6673895021712168131_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/26f731235414af561873af875ab04a88/5C466171/t51.2885-15/e35/42825096_322535288479442_9122223954370816282_n.jpg","","",""
"https://www.instagram.com/p/Bo_-0fgFOTK/","2018-10-16T15:53:06.000Z","💡181016 Twitter更新\n專輯照出爐咯💕(part2)\n快去官推收圖吧😉\n©️official_izone\n#IZONE #아이즈원 #張元英 #宮脇咲良 #曺柔理 #崔藝娜 #安宥真 #矢吹奈子 #權恩菲 #姜惠元 #本田仁美 #金彩元 #金珉周 #李彩燕","https://instagram.ftpe7-3.fna.fbcdn.net/vp/82d7818d263d28cdde82808d0377795e/5C5B4E79/t51.2885-15/e35/43778740_273748096584050_273550996276653471_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/0ef5a89233e4a0493fc8e0afa65ad583/5C52710C/t51.2885-15/e35/42934496_270615913567687_5156551146960285890_n.jpg","","","https://instagram.ftpe7-3.fna.fbcdn.net/vp/1b98894a18b56980708a8f4e610b8190/5C601B03/t51.2885-15/e35/42386547_1199378796880245_3151847160351401951_n.jpg"
"https://www.instagram.com/p/Bo_-wSQFqaA/","2018-10-16T15:52:31.000Z","💡181016 Twitter更新\n專輯照出爐咯💕(part1)\n快去官推收圖吧😉\n©️official_izone\n#IZONE #아이즈원 #張元英 #宮脇咲良 #曺柔理 #崔藝娜 #安宥真 #矢吹奈子 #權恩菲 #姜惠元 #本田仁美 #金彩元 #金珉周 #李彩燕","https://instagram.ftpe7-3.fna.fbcdn.net/vp/aaddbb96c7ae949361c5c091f9e22f65/5C578921/t51.2885-15/e35/43132427_1766546146777135_2057206538685862920_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/1c058c601d6e8fc3bdfda633082eed62/5C8A0C5F/t51.2885-15/e35/44311396_243678339658031_4920483614920768540_n.jpg","","","https://instagram.ftpe7-3.fna.fbcdn.net/vp/758b7e6bbdc4601ec6618afcf8b8e486/5C56BF2C/t51.2885-15/e35/43268716_270515586931270_1482350624862048322_n.jpg"
"https://www.instagram.com/p/Bo_9xBilU1Q/","2018-10-16T15:43:53.000Z","💡181016 SKOOLOOKS更新\n期待😻💕\n©️skoolooks\n#IZONE #아이즈원 #張元英 #宮脇咲良 #曺柔理 #崔藝娜 #安宥真 #矢吹奈子 #權恩菲 #姜惠元 #本田仁美 #金彩元 #金珉周 #李彩燕","https://instagram.ftpe7-3.fna.fbcdn.net/vp/5276c49795378c228385110c09cee929/5C4AE4C8/t51.2885-15/e35/42699922_179219809630229_1629854670347276683_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/fff0cb8f744df091b655c85af2dfedcf/5C583875/t51.2885-15/e35/42526141_2215636158760258_1345025943552199302_n.jpg","","","https://instagram.ftpe7-3.fna.fbcdn.net/vp/df7f34e5a6cf7ca031334117a5da176d/5C8A45AB/t51.2885-15/e35/43560539_476052609467945_348690687139006289_n.jpg"
"https://www.instagram.com/p/Bo_1uBgljyf/","2018-10-16T14:33:34.000Z","180805 Produce 48\n如果正面給我愛心就好了💛💛\n©️My_Dear_1995\n#IZONE #아이즈원#권은비#クォンウンビ","https://instagram.ftpe7-3.fna.fbcdn.net/vp/9bd5c1d06b8f9f90b597f6a727da0f1c/5C4B7E69/t51.2885-15/e35/43112287_906085676251342_4079288111300663919_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/708307d9a3fe540e86aea323e47fe37f/5C58646A/t51.2885-15/e35/42790696_1131800803656014_2136567685370858064_n.jpg","","",""
"https://www.instagram.com/p/Bo_e2rrF8Dt/","2018-10-16T11:13:46.000Z","📸181006 LG twins主場比賽Nekkoya舞台\nIZONE媽媽👩🏽❤️惠元💛\n©️cherish kitten\n#IZONE #아이즈원 #姜惠元#강혜원#カンヘウォン","https://instagram.ftpe7-3.fna.fbcdn.net/vp/0d0828deac9caea13d439b80b42c9e1d/5C54E642/t51.2885-15/e35/43779097_689080598132730_3774669652363642525_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/60d7a2a6a48c3f2f7e8ebca8eaa05c07/5C88DFDF/t51.2885-15/e35/43818086_266738397379808_4589567256690595762_n.jpg","","","https://instagram.ftpe7-3.fna.fbcdn.net/vp/c5c361c06839bdfa945078d6d273b732/5C5E30DF/t51.2885-15/e35/42611550_871354246403379_5779676446732995430_n.jpg"
"https://www.instagram.com/p/Bo_atmOlBdE/","2018-10-16T10:37:35.000Z","📸180928 仁川機場\n咲良的眼妝超美🙊😍\n我也想化她的眼妝🤤\n©️Mystery Lover\n#IZONE #아이즈원 #宮脇咲良 #みやわきさくら","https://instagram.ftpe7-3.fna.fbcdn.net/vp/c8de8da08a8453eb8ee1fb0de9c95764/5C56626D/t51.2885-15/e35/42607296_2443387069011228_895281354540958052_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/1c923b986da9c6b5b9ab49b7d25211df/5C462D5F/t51.2885-15/e35/42685609_973281109517459_8575451557094282107_n.jpg","","","https://instagram.ftpe7-3.fna.fbcdn.net/vp/464482347101b48cc72881be8b54cf54/5C4B57F2/t51.2885-15/e35/43913904_1746382285490384_6687130209663892600_n.jpg"
"https://www.instagram.com/p/Bo_aoKalsti/","2018-10-16T10:36:50.000Z","📸181006 LG twins主場比賽Nekkoya舞台\n吃相超可愛😻😻\n公司沒有限吃就真的是太好了💕\n©️seraphic peach\n#IZONE #아이즈원 #金彩元 #김채원","https://instagram.ftpe7-3.fna.fbcdn.net/vp/c88af50df25b132a56454873678e6181/5C654BB7/t51.2885-15/e35/41106650_478476982671615_5411492514265667142_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/71c3590bfbe087df991d7be55b9c5ba7/5C65FA57/t51.2885-15/e35/41643686_279888162644576_3111459152270938796_n.jpg","sakurachen98","公司限吃她們大概會餓死，個個都是吃貨。哈哈哈哈哈哈-萊姆🍋",""
"https://www.instagram.com/p/Bo_aalZlQ-y/","2018-10-16T10:34:59.000Z","📸180805 Produce48\n2個月前😻\n©️top_000801\n#IZONE #아이즈원 #金彩元 #김채원","https://instagram.ftpe7-3.fna.fbcdn.net/vp/dcdb426b3acf06d9ece18448a0094589/5C527139/t51.2885-15/e35/43714496_1000442873472551_6847154729457868666_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/55aa3ce4a347440fa9425f59b366c456/5C45B896/t51.2885-15/e35/43126987_1849516038418502_8709231826771322255_n.jpg","","","https://instagram.ftpe7-3.fna.fbcdn.net/vp/f2cfe9682ba1ef76d8eb029c681a6dc5/5C5E6832/t51.2885-15/e35/43042500_2161767447411595_7571508404718295124_n.jpg"
"https://www.instagram.com/p/Bo_RHzclI5l/","2018-10-16T09:13:47.000Z","💡181015 Twitter更新\n[📷] 아이즈원이 #스쿨룩스 전속 모델로 발탁되었습니다👏👏 빨간색 체크 재킷도 찰떡같이 소화한 그날의 비하인드 사진을 공개합니다💕\n.\n[📷] IZ*ONE被選為SKOOLOOKS模特👏👏\n公開那天拍攝校服畫報的幕後照片💕\n.\n©️official_IZONE\n#IZONE #아이즈원 #張元英 #宮脇咲良 #曺柔理 #崔藝娜 #安宥真 #矢吹奈子 #權恩菲 #姜惠元 #本田仁美 #金彩元 #金珉周 #李彩燕","https://instagram.ftpe7-3.fna.fbcdn.net/vp/20ef411a55aa273ac26742ace270efd6/5C4FC290/t51.2885-15/e35/42966446_188714232025835_767232502243531831_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/efb09e090a54dbc5df8c00d8bbd63a14/5C4D03C2/t51.2885-15/e35/41467605_1916858238610725_8601889308609841608_n.jpg","","",""
"https://www.instagram.com/p/Bo_QlGilJGq/","2018-10-16T09:09:02.000Z","💡181016 Twitter更新\n[💡] IZ*ONE ‘COLOR*IZ’ SHOW-CON 티켓 오픈 안내\n.\n[💡] IZ*ONE ‘COLOR*IZ’ SHOW-CON 宣傳海報公開\n.\n©️official_IZONE\n#IZONE #아이즈원 #張元英 #宮脇咲良 #曺柔理 #崔藝娜 #安宥真 #矢吹奈子 #權恩菲 #姜惠元 #本田仁美 #金彩元 #金珉周 #李彩燕","https://instagram.ftpe7-3.fna.fbcdn.net/vp/31cf3cf75aad10198e46db61e0c8e595/5C4C403F/t51.2885-15/e35/42459015_281157209172369_5675128017566551607_n.jpg","","","",""
"https://www.instagram.com/p/Bo_DiFpF6PU/","2018-10-16T07:15:02.000Z","💡181015 Twitter更新\n날씨가 쌀쌀하다 싶으면?ㅎㅎ\n전 오늘 핫초코를 먹었습니다!\n여러분들은 뭐 드세요?🤔\n.\n天気が急に寒くなってきたら？（笑）\n私は今日ホットチョコを飲みました！\n皆さんは寒い時に何を飲みますか？🤔\n.\n天氣突然變冷了怎麼辦?ㅎㅎ\n我今天喝了熱巧克力!\n你們在冷的時候會喝什麼？🤔\n.\n©️official_izone\n#IZONE #아이즈원 #張元英 #宮脇咲良 #曺柔理 #崔藝娜 #安宥真 #矢吹奈子 #權恩菲 #姜惠元 #本田仁美 #金彩元 #金珉周 #李彩燕","https://instagram.ftpe7-3.fna.fbcdn.net/vp/917ee5fe87839b385a3d0b9b5fd340a0/5C4EB311/t51.2885-15/e35/43309204_156585125291185_62839478755587218_n.jpg","","","",""
"https://www.instagram.com/p/Bo--gC3ljTJ/","2018-10-16T06:31:04.000Z","💡181014 VLIVE更新\n[✌] 아이즈원은 연습중🐥\n우리즈원 24시간 방송 소취🙏\n삐리카 포포랄라 뾰로롱🧚‍♀🌟\n.\n[✌]IZ*ONE正在練習中🐥\n我們IZ*ONE24小時直播放送目標實現🙏\nPirika popolala pyororong~*🧚‍♀🌟\n.\n©️Vlive\n翻譯：Prouduct48中文首站\n#IZONE #아이즈원 #張元英 #宮脇咲良 #曺柔理 #崔藝娜 #安宥真 #矢吹奈子 #權恩菲 #姜惠元 #本田仁美 #金彩元 #金珉周 #李彩燕","https://instagram.ftpe7-3.fna.fbcdn.net/vp/28799c53fae55eb7041606cded5ee9ae/5C897C29/t51.2885-15/e35/42849960_508607176322342_6308461712012265648_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/9223b187244586240a30848777a36810/5C54A644/t51.2885-15/e35/43778521_564358400668261_5311544327648809636_n.jpg","","",""
"https://www.instagram.com/p/Bo--K0dlS_Y/","2018-10-16T06:28:10.000Z","📸181002 仁川機場出境\n彩燕很適合紫色頭髮💕\n好美喔🤤\n©️MagicalChaeYeon\n#IZONE #아이즈원 #李彩燕 #이채연","https://instagram.ftpe7-3.fna.fbcdn.net/vp/c96a20f87ff7b0bc476beb938ebbcc19/5C50332A/t51.2885-15/e35/42878518_244804072880567_2036939425306163921_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/ca6fb2e467d94c5e73921f434ca0c4d3/5C43632B/t51.2885-15/e35/43766448_244040222930087_8317500928010017146_n.jpg","","",""
"https://www.instagram.com/p/Bo-9wfHFWw5/","2018-10-16T06:24:34.000Z","💡181014 Facebook更新\n[📷] 여러분들의 주말을 행복하게 만들어 줄 아이즈원의 야구장 나들이 사진을 방출합니다💕\n.\n皆さんの週末を幸せにしてくれるアイズワンの野球場お出かけ寫真を大放出します💕\n.\n[📷]祝大家週末幸福快樂\nIZONE的棒球場出巡照片公開💕\n.\n©️IZ.ONE-아이즈원\n\n#IZONE #아이즈원 #張元英 #宮脇咲良 #曺柔理 #崔藝娜 #安宥真 #矢吹奈子 #權恩菲 #姜惠元 #本田仁美 #金彩元 #金珉周 #李彩燕","https://instagram.ftpe7-3.fna.fbcdn.net/vp/fbae2d386b659733888739f0a40f4e9b/5C4E5B1A/t51.2885-15/e35/43129925_550583752050858_1441233076886107952_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/7c3c1aead9a3426082d5823bf3866921/5C409B02/t51.2885-15/e35/43762647_1559404180871521_2569819183844989493_n.jpg","","","https://instagram.ftpe7-3.fna.fbcdn.net/vp/01e350a4e236d72e973fb7a05b73907d/5C88C0DF/t51.2885-15/e35/43778295_1130512293780281_4030089787409053522_n.jpg"
"https://www.instagram.com/p/Bo-7Vvxl8ad/","2018-10-16T06:03:27.000Z","💡181014 Facebook更新\n[📷] 여러분들의 주말을 행복하게 만들어 줄 아이즈원의 야구장 나들이 사진을 방출합니다💕\n.\n皆さんの週末を幸せにしてくれるアイズワンの野球場お出かけ写真を大放出します💕\n.\n[📷]祝大家週末幸福快樂\nIZONE的棒球場出巡照片公開💕\n.\n©️IZ.ONE-아이즈원\n#IZONE #아이즈원 #張元英 #宮脇咲良 #曺柔理 #崔藝娜 #安宥真 #矢吹奈子 #權恩菲 #姜惠元 #本田仁美 #金彩元 #金珉周 #李彩燕","https://instagram.ftpe7-3.fna.fbcdn.net/vp/1f6c15bc7b7518128fcb1500beb752b1/5C8ADB11/t51.2885-15/e35/43387167_517458355332330_2950538327242009055_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/52dae0b884fe1882942ddb4f2f0dde74/5C543BCC/t51.2885-15/e35/43772864_707864979568958_4398682749490391924_n.jpg","","","https://instagram.ftpe7-3.fna.fbcdn.net/vp/02f99f1a1d9147f9ae9290d33852222e/5C8977BF/t51.2885-15/e35/42803515_210526213025525_5149666920751506944_n.jpg"
"https://www.instagram.com/p/Bo-7HxwFSOj/","2018-10-16T06:01:32.000Z","💡181014 Facebook更新\n[📷] 여러분들의 주말을 행복하게 만들어 줄 아이즈원의 야구장 나들이 사진을 방출합니다💕\n.\n皆さんの週末を幸せにしてくれるアイズワンの野球場お出かけ寫真を大放出します💕\n.\n[📷]祝大家週末幸福快樂\nIZONE的棒球場出巡照片公開💕\n.\n©️IZ.ONE-아이즈원\n#IZONE #아이즈원 #張元英 #宮脇咲良 #曺柔理 #崔藝娜 #安宥真 #矢吹奈子 #權恩菲 #姜惠元 #本田仁美 #金彩元 #金珉周 #李彩燕","https://instagram.ftpe7-3.fna.fbcdn.net/vp/5be6dbb164797be1361bcbc5a36a03e9/5C63E4F5/t51.2885-15/e35/42793438_475678122924717_1716948791784231848_n.jpg","https://instagram.ftpe7-3.fna.fbcdn.net/vp/883a41617b8315fd0fbd2ae1465fd6f9/5C5C403A/t51.2885-15/e35/43696912_831731263884967_7035232034486932094_n.jpg","","",""
